dataset_name,subset,model_name,folder_name,status,eval_accuracy,eval_f1,eval_precision,eval_recall,eval_loss,epoch,runtime
odegiber/hate_speech18,,bert-base-uncased,odegiber_hate_speech18_bert-base-uncased,Completed,0.8885844749,0.8768138001,0.8662128131,0.8885844749,0.307315737,11.0,7.9217
odegiber/hate_speech18,,bert-large-uncased,odegiber_hate_speech18_bert-large-uncased,Completed,0.8876712329,0.8739164645,0.8621448071,0.8876712329,0.3151668608,11.0,25.3192
odegiber/hate_speech18,,bert-large-uncased-whole-word-masking-finetuned-squad,odegiber_hate_speech18_bert-large-uncased-whole-word-masking-finetuned-squad,Completed,0.8876712329,0.8478228708,0.8686594457,0.8876712329,0.3899770379,11.0,24.5418
odegiber/hate_speech18,,cardiffnlp/twitter-roberta-base-sentiment-latest,odegiber_hate_speech18_cardiffnlp-twitter-roberta-base-sentiment-latest,Completed,0.898630137,0.8861638896,0.8769338799,0.898630137,0.3090417385,11.0,7.5017
odegiber/hate_speech18,,deepset/roberta-base-squad2,odegiber_hate_speech18_deepset-roberta-base-squad2,Completed,0.8840182648,0.8517709355,0.8467004831,0.8840182648,0.3425629437,11.0,7.4353
odegiber/hate_speech18,,distilbert-base-uncased,odegiber_hate_speech18_distilbert-base-uncased,Completed,0.897716895,0.8824687645,0.871576138,0.897716895,0.3131591678,11.0,4.0017
odegiber/hate_speech18,,distilbert-base-uncased-distilled-squad,odegiber_hate_speech18_distilbert-base-uncased-distilled-squad,Completed,0.8894977169,0.8706535402,0.8600025939,0.8894977169,0.3330254257,11.0,4.064
odegiber/hate_speech18,,distilbert-base-uncased-finetuned-sst-2-english,odegiber_hate_speech18_distilbert-base-uncased-finetuned-sst-2-english,Completed,0.898630137,0.8784697893,0.8704399716,0.898630137,0.3218143582,11.0,3.9905
odegiber/hate_speech18,,distilroberta-base,odegiber_hate_speech18_distilroberta-base,Completed,0.8904109589,0.8676166545,0.8607764611,0.8904109589,0.3410280645,11.0,3.8848
odegiber/hate_speech18,,emilyalsentzer/Bio_ClinicalBERT,odegiber_hate_speech18_emilyalsentzer-Bio_ClinicalBERT,Completed,0.8821917808,0.8614396342,0.8490122859,0.8821917808,0.3422828913,12.0,7.9432
odegiber/hate_speech18,,j-hartmann/emotion-english-distilroberta-base,odegiber_hate_speech18_j-hartmann-emotion-english-distilroberta-base,Completed,0.8867579909,0.8735043515,0.8624726736,0.8867579909,0.325381577,11.0,3.8527
odegiber/hate_speech18,,microsoft/deberta-base,odegiber_hate_speech18_microsoft-deberta-base,Completed,0.8894977169,0.8725673501,0.8604790705,0.8894977169,0.3637959957,11.0,14.3408
odegiber/hate_speech18,,nlptown/bert-base-multilingual-uncased-sentiment,odegiber_hate_speech18_nlptown-bert-base-multilingual-uncased-sentiment,Completed,0.8858447489,0.873393343,0.8626914599,0.8858447489,0.3308827281,11.0,7.8951
odegiber/hate_speech18,,roberta-base,odegiber_hate_speech18_roberta-base,Completed,0.8794520548,0.8738875735,0.8693593298,0.8794520548,0.361451298,12.0,7.4214
odegiber/hate_speech18,,xlm-roberta-base,odegiber_hate_speech18_xlm-roberta-base,Completed,0.8794520548,0.8608235266,0.8453950769,0.8794520548,0.3790514171,12.0,7.3982
odegiber/hate_speech18,,zhayunduo/roberta-base-stocktwits-finetuned,odegiber_hate_speech18_zhayunduo-roberta-base-stocktwits-finetuned,Completed,0.8739726027,0.8605435889,0.8476026241,0.8739726027,0.3562864959,11.0,7.4972
tdavidson/hate_speech_offensive,,GroNLP/hateBERT,tdavidson_hate_speech_offensive_GroNLP-hateBERT,Completed,0.9043969342,0.8806811788,0.8926943848,0.9043969342,0.2944839597,12.0,17.661
tdavidson/hate_speech_offensive,,ProsusAI/finbert,tdavidson_hate_speech_offensive_ProsusAI-finbert,Completed,0.9035901573,0.8844126782,0.8872825629,0.9035901573,0.3064522743,12.0,17.9672
tdavidson/hate_speech_offensive,,albert-base-v2,tdavidson_hate_speech_offensive_albert-base-v2,Completed,0.8979427188,0.8704338058,0.8448891407,0.8979427188,0.3139408231,12.0,20.826
tdavidson/hate_speech_offensive,,bert-base-multilingual-uncased,tdavidson_hate_speech_offensive_bert-base-multilingual-uncased,Completed,0.9043969342,0.87860607,0.8866368173,0.9043969342,0.2862970829,12.0,17.6151
tdavidson/hate_speech_offensive,,bert-base-uncased,tdavidson_hate_speech_offensive_bert-base-uncased,Completed,0.9023799919,0.8752032427,0.907839056,0.9023799919,0.3032679856,12.0,17.9199
tdavidson/hate_speech_offensive,,bert-large-uncased,tdavidson_hate_speech_offensive_bert-large-uncased,Completed,0.9052037112,0.8775912557,0.8516188787,0.9052037112,0.2791481614,12.0,57.4553
tdavidson/hate_speech_offensive,,bert-large-uncased-whole-word-masking-finetuned-squad,tdavidson_hate_speech_offensive_bert-large-uncased-whole-word-masking-finetuned-squad,Completed,0.9052037112,0.8981414358,0.894069799,0.9052037112,0.3017043471,12.0,55.6443
tdavidson/hate_speech_offensive,,cardiffnlp/twitter-roberta-base-sentiment-latest,tdavidson_hate_speech_offensive_cardiffnlp-twitter-roberta-base-sentiment-latest,Completed,0.8939088342,0.8878989593,0.8867505798,0.8939088342,0.3076815307,11.0,16.9676
tdavidson/hate_speech_offensive,,deepset/roberta-base-squad2,tdavidson_hate_speech_offensive_deepset-roberta-base-squad2,Completed,0.879790238,0.8777957029,0.8815760047,0.879790238,0.3709149659,11.0,16.8338
tdavidson/hate_speech_offensive,,distilbert-base-uncased,tdavidson_hate_speech_offensive_distilbert-base-uncased,Completed,0.9048003227,0.8796752769,0.8855934608,0.9048003227,0.2917685211,12.0,9.0451
tdavidson/hate_speech_offensive,,distilbert-base-uncased-distilled-squad,tdavidson_hate_speech_offensive_distilbert-base-uncased-distilled-squad,Completed,0.9035901573,0.8812408268,0.8989310981,0.9035901573,0.291366607,12.0,9.1482
tdavidson/hate_speech_offensive,,distilbert-base-uncased-finetuned-sst-2-english,tdavidson_hate_speech_offensive_distilbert-base-uncased-finetuned-sst-2-english,Completed,0.9003630496,0.8815211549,0.8782107723,0.9003630496,0.2903476357,12.0,9.0726
tdavidson/hate_speech_offensive,,distilroberta-base,tdavidson_hate_speech_offensive_distilroberta-base,Completed,0.8999596612,0.8847879654,0.8828930101,0.8999596612,0.3292018473,12.0,8.8203
tdavidson/hate_speech_offensive,,emilyalsentzer/Bio_ClinicalBERT,tdavidson_hate_speech_offensive_emilyalsentzer-Bio_ClinicalBERT,Completed,0.8995562727,0.8724377773,0.8470962277,0.8995562727,0.3141413331,12.0,17.9693
tdavidson/hate_speech_offensive,,j-hartmann/emotion-english-distilroberta-base,tdavidson_hate_speech_offensive_j-hartmann-emotion-english-distilroberta-base,Completed,0.9023799919,0.8780442573,0.8866268767,0.9023799919,0.3177176118,12.0,8.7326
tdavidson/hate_speech_offensive,,microsoft/deberta-base,tdavidson_hate_speech_offensive_microsoft-deberta-base,Completed,0.8995562727,0.8925519762,0.8887761567,0.8995562727,0.3122391701,11.0,32.4729
tdavidson/hate_speech_offensive,,nlptown/bert-base-multilingual-uncased-sentiment,tdavidson_hate_speech_offensive_nlptown-bert-base-multilingual-uncased-sentiment,Completed,0.9060104881,0.892284939,0.8912410403,0.9060104881,0.2907377481,12.0,17.9136
tdavidson/hate_speech_offensive,,roberta-base,tdavidson_hate_speech_offensive_roberta-base,Completed,0.8926986688,0.8913381014,0.8915044163,0.8926986688,0.3116794527,11.0,16.865
tdavidson/hate_speech_offensive,,xlm-roberta-base,tdavidson_hate_speech_offensive_xlm-roberta-base,Completed,0.9035901573,0.8765831404,0.851741803,0.9035901573,0.3357868791,12.0,16.7209
tdavidson/hate_speech_offensive,,zhayunduo/roberta-base-stocktwits-finetuned,tdavidson_hate_speech_offensive_zhayunduo-roberta-base-stocktwits-finetuned,Completed,0.901573215,0.8734143975,0.8479303666,0.901573215,0.3381527364,12.0,16.9605
Yelp/yelp_review_full,,GroNLP/hateBERT,Yelp_yelp_review_full_GroNLP-hateBERT,Completed,0.6026,0.5945845795,0.5931232659,0.6026,0.9197525382,12.0,36.2404
Yelp/yelp_review_full,,ProsusAI/finbert,Yelp_yelp_review_full_ProsusAI-finbert,Completed,0.5982,0.5914347425,0.5908064926,0.5982,0.9311782122,12.0,36.0997
Yelp/yelp_review_full,,albert-base-v2,Yelp_yelp_review_full_albert-base-v2,Completed,0.5954,0.5939727177,0.6010058794,0.5954,0.9353068471,12.0,42.0849
Yelp/yelp_review_full,,bert-base-multilingual-uncased,Yelp_yelp_review_full_bert-base-multilingual-uncased,Completed,0.5778,0.5805054427,0.5851309715,0.5778,0.9961454868,12.0,36.3276
Yelp/yelp_review_full,,bert-base-uncased,Yelp_yelp_review_full_bert-base-uncased,Completed,0.5968,0.5907534274,0.5903164495,0.5968,0.9317519665,12.0,36.1063
Yelp/yelp_review_full,,bert-large-uncased,Yelp_yelp_review_full_bert-large-uncased,Completed,0.6034,0.6046262684,0.6119034542,0.6034,0.9357428551,12.0,112.7287
Yelp/yelp_review_full,,bert-large-uncased-whole-word-masking-finetuned-squad,Yelp_yelp_review_full_bert-large-uncased-whole-word-masking-finetuned-squad,Completed,0.6058,0.6067512318,0.6194641153,0.6058,0.971621573,12.0,116.6208
Yelp/yelp_review_full,,cardiffnlp/twitter-roberta-base-sentiment-latest,Yelp_yelp_review_full_cardiffnlp-twitter-roberta-base-sentiment-latest,Completed,0.611,0.5995934855,0.6016163673,0.611,0.9253500104,12.0,34.6374
Yelp/yelp_review_full,,deepset/roberta-base-squad2,Yelp_yelp_review_full_deepset-roberta-base-squad2,Completed,0.6224,0.6160823565,0.6154982021,0.6224,0.896293819,12.0,34.1955
Yelp/yelp_review_full,,distilbert-base-uncased,Yelp_yelp_review_full_distilbert-base-uncased,Completed,0.5832,0.58391117,0.5860011449,0.5832,0.9541736245,12.0,18.6357
Yelp/yelp_review_full,,distilbert-base-uncased-distilled-squad,Yelp_yelp_review_full_distilbert-base-uncased-distilled-squad,Completed,0.5674,0.5518791872,0.5540500743,0.5674,0.9933199286,12.0,18.3238
Yelp/yelp_review_full,,distilbert-base-uncased-finetuned-sst-2-english,Yelp_yelp_review_full_distilbert-base-uncased-finetuned-sst-2-english,Completed,0.5764,0.5752283272,0.5757223297,0.5764,0.9764667749,12.0,18.2983
Yelp/yelp_review_full,,distilroberta-base,Yelp_yelp_review_full_distilroberta-base,Completed,0.5976,0.5990731966,0.6036505356,0.5976,0.926128149,12.0,18.2676
Yelp/yelp_review_full,,emilyalsentzer/Bio_ClinicalBERT,Yelp_yelp_review_full_emilyalsentzer-Bio_ClinicalBERT,Completed,0.5738,0.5677168532,0.5689264383,0.5738,0.9762031436,12.0,36.2394
Yelp/yelp_review_full,,j-hartmann/emotion-english-distilroberta-base,Yelp_yelp_review_full_j-hartmann-emotion-english-distilroberta-base,Completed,0.6024,0.5983163017,0.5973699738,0.6024,0.9223638773,12.0,17.9391
Yelp/yelp_review_full,,microsoft/deberta-base,Yelp_yelp_review_full_microsoft-deberta-base,Completed,0.5912,0.5674976207,0.5843170571,0.5912,0.935502708,11.0,67.4405
Yelp/yelp_review_full,,nlptown/bert-base-multilingual-uncased-sentiment,Yelp_yelp_review_full_nlptown-bert-base-multilingual-uncased-sentiment,Completed,0.6094,0.6116610458,0.6165827885,0.6094,0.9701626897,12.0,35.9137
Yelp/yelp_review_full,,roberta-base,Yelp_yelp_review_full_roberta-base,Completed,0.6236,0.6155813023,0.620050541,0.6236,0.8816261888,12.0,34.183
Yelp/yelp_review_full,,xlm-roberta-base,Yelp_yelp_review_full_xlm-roberta-base,Completed,0.592,0.5925298911,0.5949867028,0.592,0.9546177983,12.0,34.9042
Yelp/yelp_review_full,,zhayunduo/roberta-base-stocktwits-finetuned,Yelp_yelp_review_full_zhayunduo-roberta-base-stocktwits-finetuned,Completed,0.6,0.59436293,0.592085031,0.6,0.9326303005,12.0,34.2521
SetFit/go_emotions,,GroNLP/hateBERT,SetFit_go_emotions_GroNLP-hateBERT,Completed,0.5438,0.5053923619,0.4884571401,0.5438,1.697137475,13.0,35.5554
SetFit/go_emotions,,ProsusAI/finbert,SetFit_go_emotions_ProsusAI-finbert,Completed,0.5342,0.5034505104,0.5225821878,0.5342,1.7181026936,13.0,36.2127
SetFit/go_emotions,,albert-base-v2,SetFit_go_emotions_albert-base-v2,Completed,0.5532,0.5171292992,0.5235891008,0.5532,1.6529529095,14.0,42.2039
SetFit/go_emotions,,bert-base-multilingual-uncased,SetFit_go_emotions_bert-base-multilingual-uncased,Completed,0.5278,0.4869516861,0.5120798549,0.5278,1.7370386124,13.0,35.6164
SetFit/go_emotions,,bert-base-uncased,SetFit_go_emotions_bert-base-uncased,Completed,0.5348,0.5074435946,0.5221358068,0.5348,1.6797741652,13.0,36.0868
SetFit/go_emotions,,bert-large-uncased,SetFit_go_emotions_bert-large-uncased,Completed,0.5422,0.5219674138,0.5339202303,0.5422,1.6650534868,13.0,116.0332
SetFit/go_emotions,,bert-large-uncased-whole-word-masking-finetuned-squad,SetFit_go_emotions_bert-large-uncased-whole-word-masking-finetuned-squad,Completed,0.5338,0.5040838256,0.5300726679,0.5338,1.6628037691,12.0,112.3152
SetFit/go_emotions,,cardiffnlp/twitter-roberta-base-sentiment-latest,SetFit_go_emotions_cardiffnlp-twitter-roberta-base-sentiment-latest,Completed,0.5506,0.5308362461,0.5335809163,0.5506,1.609508276,13.0,34.2861
SetFit/go_emotions,,deepset/roberta-base-squad2,SetFit_go_emotions_deepset-roberta-base-squad2,Completed,0.5476,0.5236161057,0.5566796545,0.5476,1.6459628344,13.0,33.9142
SetFit/go_emotions,,distilbert-base-uncased,SetFit_go_emotions_distilbert-base-uncased,Completed,0.539,0.498325186,0.5158922121,0.539,1.6818710566,13.0,18.2113
SetFit/go_emotions,,distilbert-base-uncased-distilled-squad,SetFit_go_emotions_distilbert-base-uncased-distilled-squad,Completed,0.5274,0.4929567323,0.4985270352,0.5274,1.7165980339,13.0,18.4287
SetFit/go_emotions,,distilbert-base-uncased-finetuned-sst-2-english,SetFit_go_emotions_distilbert-base-uncased-finetuned-sst-2-english,Completed,0.5276,0.4920865364,0.4825700522,0.5276,1.7466824055,13.0,18.2248
SetFit/go_emotions,,distilroberta-base,SetFit_go_emotions_distilroberta-base,Completed,0.5418,0.5098557144,0.5258964551,0.5418,1.6270143986,13.0,17.744
SetFit/go_emotions,,emilyalsentzer/Bio_ClinicalBERT,SetFit_go_emotions_emilyalsentzer-Bio_ClinicalBERT,Completed,0.5224,0.4781688334,0.4787168678,0.5224,1.7836101055,13.0,36.2087
SetFit/go_emotions,,j-hartmann/emotion-english-distilroberta-base,SetFit_go_emotions_j-hartmann-emotion-english-distilroberta-base,Completed,0.5616,0.523832774,0.5161036271,0.5616,1.6024417877,13.0,17.5834
SetFit/go_emotions,,microsoft/deberta-base,SetFit_go_emotions_microsoft-deberta-base,Completed,0.5394,0.5088957912,0.514717217,0.5394,1.5958431959,12.0,65.6181
SetFit/go_emotions,,nlptown/bert-base-multilingual-uncased-sentiment,SetFit_go_emotions_nlptown-bert-base-multilingual-uncased-sentiment,Completed,0.5302,0.4981186251,0.5337293032,0.5302,1.7538019419,13.0,36.0531
SetFit/go_emotions,,roberta-base,SetFit_go_emotions_roberta-base,Completed,0.555,0.5358522489,0.5578926612,0.555,1.6006546021,13.0,33.8985
SetFit/go_emotions,,xlm-roberta-base,SetFit_go_emotions_xlm-roberta-base,Completed,0.5162,0.4887166287,0.516362779,0.5162,1.7321171761,14.0,33.6891
SetFit/go_emotions,,zhayunduo/roberta-base-stocktwits-finetuned,SetFit_go_emotions_zhayunduo-roberta-base-stocktwits-finetuned,Completed,0.4554,0.3577004496,0.308824425,0.4554,2.0289406776,13.0,34.293
sh0416/ag_news,,GroNLP/hateBERT,sh0416_ag_news_GroNLP-hateBERT,Completed,0.8776,0.8782839613,0.8861998654,0.8776,0.3780311942,11.0,35.705
sh0416/ag_news,,ProsusAI/finbert,sh0416_ag_news_ProsusAI-finbert,Completed,0.8994,0.8995544089,0.9031405819,0.8994,0.3183483481,11.0,35.6297
sh0416/ag_news,,albert-base-v2,sh0416_ag_news_albert-base-v2,Completed,0.8798,0.8793730865,0.8848521184,0.8798,0.4034407735,11.0,42.5873
sh0416/ag_news,,bert-base-multilingual-uncased,sh0416_ag_news_bert-base-multilingual-uncased,Completed,0.8892,0.8893973581,0.8942629697,0.8892,0.369266212,12.0,35.6867
sh0416/ag_news,,bert-base-uncased,sh0416_ag_news_bert-base-uncased,Completed,0.8964,0.8965764995,0.9019343915,0.8964,0.3275775611,11.0,35.7043
sh0416/ag_news,,bert-large-uncased,sh0416_ag_news_bert-large-uncased,Completed,0.8928,0.8927423798,0.8994384225,0.8928,0.3767828643,11.0,113.6933
sh0416/ag_news,,bert-large-uncased-whole-word-masking-finetuned-squad,sh0416_ag_news_bert-large-uncased-whole-word-masking-finetuned-squad,Completed,0.8958,0.8952085308,0.8994729027,0.8958,0.3642218113,11.0,115.2601
sh0416/ag_news,,cardiffnlp/twitter-roberta-base-sentiment-latest,sh0416_ag_news_cardiffnlp-twitter-roberta-base-sentiment-latest,Completed,0.9034,0.9034272046,0.9040501131,0.9034,0.3766984344,12.0,33.8452
sh0416/ag_news,,deepset/roberta-base-squad2,sh0416_ag_news_deepset-roberta-base-squad2,Completed,0.9132,0.9130736261,0.9140122714,0.9132,0.3975712061,13.0,34.1163
sh0416/ag_news,,distilbert-base-uncased,sh0416_ag_news_distilbert-base-uncased,Completed,0.892,0.8922908367,0.8985796017,0.892,0.3391638696,11.0,18.1661
sh0416/ag_news,,distilbert-base-uncased-distilled-squad,sh0416_ag_news_distilbert-base-uncased-distilled-squad,Completed,0.8914,0.8910452287,0.8943710254,0.8914,0.3569768667,11.0,18.2801
sh0416/ag_news,,distilbert-base-uncased-finetuned-sst-2-english,sh0416_ag_news_distilbert-base-uncased-finetuned-sst-2-english,Completed,0.8864,0.8867817668,0.8953362418,0.8864,0.3469232321,11.0,18.4256
sh0416/ag_news,,distilroberta-base,sh0416_ag_news_distilroberta-base,Completed,0.9,0.9001088957,0.900685262,0.9,0.3773692548,12.0,17.6055
sh0416/ag_news,,emilyalsentzer/Bio_ClinicalBERT,sh0416_ag_news_emilyalsentzer-Bio_ClinicalBERT,Completed,0.8758,0.8758179194,0.8759536201,0.8758,0.3871400356,11.0,35.6963
sh0416/ag_news,,j-hartmann/emotion-english-distilroberta-base,sh0416_ag_news_j-hartmann-emotion-english-distilroberta-base,Completed,0.9078,0.9080230535,0.9095494919,0.9078,0.3674837947,12.0,17.9935
sh0416/ag_news,,microsoft/deberta-base,sh0416_ag_news_microsoft-deberta-base,Completed,0.9006,0.90016314,0.9015275489,0.9006,0.3850474954,11.0,65.8044
sh0416/ag_news,,nlptown/bert-base-multilingual-uncased-sentiment,sh0416_ag_news_nlptown-bert-base-multilingual-uncased-sentiment,Completed,0.8858,0.884990217,0.890031692,0.8858,0.3783544302,11.0,35.5929
sh0416/ag_news,,roberta-base,sh0416_ag_news_roberta-base,Completed,0.892,0.892480848,0.8993942338,0.892,0.3639508188,11.0,34.1238
sh0416/ag_news,,xlm-roberta-base,sh0416_ag_news_xlm-roberta-base,Completed,0.8864,0.88611175,0.8890748917,0.8864,0.3783785701,11.0,33.9428
sh0416/ag_news,,zhayunduo/roberta-base-stocktwits-finetuned,sh0416_ag_news_zhayunduo-roberta-base-stocktwits-finetuned,Completed,0.899,0.8991703274,0.9019682288,0.899,0.4302076101,13.0,33.8386
liaad/newspop,,GroNLP/hateBERT,liaad_newspop_GroNLP-hateBERT,Completed,0.995,0.9949929197,0.9950007362,0.995,0.0229597855,11.0,35.6116
liaad/newspop,,ProsusAI/finbert,liaad_newspop_ProsusAI-finbert,Completed,0.9942,0.9941992401,0.9942349157,0.9942,0.0198808387,11.0,36.1995
liaad/newspop,,albert-base-v2,liaad_newspop_albert-base-v2,Completed,0.996,0.9959975742,0.9959984785,0.996,0.0274690855,19.0,42.3107
liaad/newspop,,bert-base-multilingual-uncased,liaad_newspop_bert-base-multilingual-uncased,Completed,0.9952,0.995197095,0.995199877,0.9952,0.0166674629,11.0,35.6044
liaad/newspop,,bert-base-uncased,liaad_newspop_bert-base-uncased,Completed,0.9952,0.9952000066,0.9952290965,0.9952,0.0151029266,11.0,36.191
liaad/newspop,,bert-large-uncased,liaad_newspop_bert-large-uncased,Completed,0.9972,0.9971999439,0.9972008285,0.9972,0.0141221005,11.0,116.0528
liaad/newspop,,bert-large-uncased-whole-word-masking-finetuned-squad,liaad_newspop_bert-large-uncased-whole-word-masking-finetuned-squad,Completed,0.9968,0.9967996833,0.9968018676,0.9968,0.0172613505,14.0,112.7016
liaad/newspop,,cardiffnlp/twitter-roberta-base-sentiment-latest,liaad_newspop_cardiffnlp-twitter-roberta-base-sentiment-latest,Completed,0.9944,0.9943981296,0.9944079662,0.9944,0.0221141484,11.0,34.2582
liaad/newspop,,deepset/roberta-base-squad2,liaad_newspop_deepset-roberta-base-squad2,Completed,0.996,0.9959949483,0.9960212832,0.996,0.0182627905,11.0,34.0935
liaad/newspop,,distilbert-base-uncased,liaad_newspop_distilbert-base-uncased,Completed,0.9962,0.9961938649,0.9961996061,0.9962,0.0182669275,11.0,18.3024
liaad/newspop,,distilbert-base-uncased-distilled-squad,liaad_newspop_distilbert-base-uncased-distilled-squad,Completed,0.9932,0.9931713705,0.9932119237,0.9932,0.0271525029,11.0,18.4683
liaad/newspop,,distilbert-base-uncased-finetuned-sst-2-english,liaad_newspop_distilbert-base-uncased-finetuned-sst-2-english,Completed,0.9942,0.9941894824,0.9942216885,0.9942,0.0220819395,11.0,18.2753
liaad/newspop,,distilroberta-base,liaad_newspop_distilroberta-base,Completed,0.996,0.9959977723,0.9960039602,0.996,0.0158537179,11.0,17.8605
liaad/newspop,,emilyalsentzer/Bio_ClinicalBERT,liaad_newspop_emilyalsentzer-Bio_ClinicalBERT,Completed,0.9956,0.9956016456,0.9956082715,0.9956,0.0217351466,14.0,36.2187
liaad/newspop,,j-hartmann/emotion-english-distilroberta-base,liaad_newspop_j-hartmann-emotion-english-distilroberta-base,Completed,0.9954,0.9953926514,0.995407727,0.9954,0.0214744173,11.0,17.6558
liaad/newspop,,microsoft/deberta-base,liaad_newspop_microsoft-deberta-base,Completed,0.9946,0.9945998448,0.9946239031,0.9946,0.028680142,12.0,65.6207
liaad/newspop,,nlptown/bert-base-multilingual-uncased-sentiment,liaad_newspop_nlptown-bert-base-multilingual-uncased-sentiment,Completed,0.996,0.9959987211,0.9959980594,0.996,0.014183701,11.0,36.149
liaad/newspop,,roberta-base,liaad_newspop_roberta-base,Completed,0.9942,0.9941962605,0.9942057074,0.9942,0.0174008049,11.0,34.0585
liaad/newspop,,xlm-roberta-base,liaad_newspop_xlm-roberta-base,Completed,0.994,0.9939888969,0.9940388087,0.994,0.0249760505,11.0,33.9218
liaad/newspop,,zhayunduo/roberta-base-stocktwits-finetuned,liaad_newspop_zhayunduo-roberta-base-stocktwits-finetuned,Completed,0.9952,0.9951915007,0.9952042632,0.9952,0.0243050065,11.0,34.2406
tuetschek/atis,,GroNLP/hateBERT,tuetschek_atis_GroNLP-hateBERT,Completed,0.9786036036,0.9773845279,0.9802940191,0.9786036036,0.1570957303,15.0,6.4034
tuetschek/atis,,ProsusAI/finbert,tuetschek_atis_ProsusAI-finbert,Completed,0.9763513514,0.9768232337,0.9807276049,0.9763513514,0.1901560724,25.0,6.3792
tuetschek/atis,,albert-base-v2,tuetschek_atis_albert-base-v2,Completed,0.9774774775,0.9776956089,0.9802744998,0.9774774775,0.2207049131,33.0,7.4688
tuetschek/atis,,bert-base-multilingual-uncased,tuetschek_atis_bert-base-multilingual-uncased,Completed,0.9808558559,0.9800446597,0.983441317,0.9808558559,0.1827842146,30.0,6.3814
tuetschek/atis,,bert-base-uncased,tuetschek_atis_bert-base-uncased,Completed,0.9831081081,0.9827393265,0.9851477126,0.9831081081,0.1105539724,14.0,6.36
tuetschek/atis,,bert-large-uncased,tuetschek_atis_bert-large-uncased,Completed,0.9808558559,0.9809697159,0.9838262853,0.9808558559,0.1764091849,20.0,19.9089
tuetschek/atis,,bert-large-uncased-whole-word-masking-finetuned-squad,tuetschek_atis_bert-large-uncased-whole-word-masking-finetuned-squad,Completed,0.9786036036,0.9763718381,0.9811796171,0.9786036036,0.2403021753,23.0,20.0111
tuetschek/atis,,cardiffnlp/twitter-roberta-base-sentiment-latest,tuetschek_atis_cardiffnlp-twitter-roberta-base-sentiment-latest,Completed,0.9763513514,0.9760079353,0.9793026557,0.9763513514,0.1762719303,16.0,6.3195
tuetschek/atis,,deepset/roberta-base-squad2,tuetschek_atis_deepset-roberta-base-squad2,Completed,0.9797297297,0.9792576372,0.9823028496,0.9797297297,0.144636482,14.0,5.9907
tuetschek/atis,,distilbert-base-uncased,tuetschek_atis_distilbert-base-uncased,Completed,0.9786036036,0.9776901327,0.9812071593,0.9786036036,0.165087536,19.0,3.2931
tuetschek/atis,,distilbert-base-uncased-distilled-squad,tuetschek_atis_distilbert-base-uncased-distilled-squad,Completed,0.9808558559,0.9803923145,0.9834722792,0.9808558559,0.1914313436,27.0,3.2369
tuetschek/atis,,distilbert-base-uncased-finetuned-sst-2-english,tuetschek_atis_distilbert-base-uncased-finetuned-sst-2-english,Completed,0.9797297297,0.9803071613,0.9837084109,0.9797297297,0.1527920067,24.0,3.255
tuetschek/atis,,distilroberta-base,tuetschek_atis_distilroberta-base,Completed,0.9808558559,0.9810816829,0.983025233,0.9808558559,0.1267557293,16.0,3.1772
tuetschek/atis,,emilyalsentzer/Bio_ClinicalBERT,tuetschek_atis_emilyalsentzer-Bio_ClinicalBERT,Completed,0.9763513514,0.9761735585,0.9790753225,0.9763513514,0.1503066272,16.0,6.3912
tuetschek/atis,,j-hartmann/emotion-english-distilroberta-base,tuetschek_atis_j-hartmann-emotion-english-distilroberta-base,Completed,0.9763513514,0.9754892022,0.9783454836,0.9763513514,0.1692651063,16.0,3.161
tuetschek/atis,,microsoft/deberta-base,tuetschek_atis_microsoft-deberta-base,Completed,0.9808558559,0.9800296856,0.9824483921,0.9808558559,0.1972685456,24.0,11.7791
tuetschek/atis,,nlptown/bert-base-multilingual-uncased-sentiment,tuetschek_atis_nlptown-bert-base-multilingual-uncased-sentiment,Completed,0.9797297297,0.9808294434,0.9835584775,0.9797297297,0.1273718029,23.0,6.3536
tuetschek/atis,,roberta-base,tuetschek_atis_roberta-base,Completed,0.9786036036,0.977227273,0.9798417643,0.9786036036,0.1574127972,14.0,6.0032
tuetschek/atis,,xlm-roberta-base,tuetschek_atis_xlm-roberta-base,Completed,0.9842342342,0.9834522039,0.9858356779,0.9842342342,0.1510357261,24.0,6.004
tuetschek/atis,,zhayunduo/roberta-base-stocktwits-finetuned,tuetschek_atis_zhayunduo-roberta-base-stocktwits-finetuned,Completed,0.9752252252,0.9756364927,0.9773327153,0.9752252252,0.1890406758,20.0,6.015
google-research-datasets/google_wellformed_query,,GroNLP/hateBERT,google-research-datasets_google_wellformed_query_GroNLP-hateBERT,Completed,0.4218181818,0.3580823615,0.3481872008,0.4218181818,1.4577229023,12.0,27.683
google-research-datasets/google_wellformed_query,,ProsusAI/finbert,google-research-datasets_google_wellformed_query_ProsusAI-finbert,Completed,0.4241558442,0.3680706635,0.3606412204,0.4241558442,1.4638400078,12.0,27.566
google-research-datasets/google_wellformed_query,,albert-base-v2,google-research-datasets_google_wellformed_query_albert-base-v2,Completed,0.3948051948,0.3609008824,0.3500551976,0.3948051948,1.5026073456,12.0,32.6191
google-research-datasets/google_wellformed_query,,bert-base-multilingual-uncased,google-research-datasets_google_wellformed_query_bert-base-multilingual-uncased,Completed,0.4064935065,0.3321985405,0.3293054944,0.4064935065,1.4911160469,12.0,27.8401
